,c_uniqueUnitID,between_days,DataType
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-19,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-20,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-21,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-22,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-23,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-24,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-25,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-26,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-27,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-02-28,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-01,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-02,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-03,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-04,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-05,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-06,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-07,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-08,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-09,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-10,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-11,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-12,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-13,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-14,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-15,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-16,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-17,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-18,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-19,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-20,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-21,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-22,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-23,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-24,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-25,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-26,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-27,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-28,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-29,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-30,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-03-31,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-01,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-02,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-03,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-04,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-05,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-06,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-07,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-08,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-09,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-10,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-11,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-12,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-13,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-14,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-15,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-16,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-17,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-18,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-19,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-20,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-21,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-22,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-23,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-24,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-25,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-26,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-27,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-28,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-29,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-04-30,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-01,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-02,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-03,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-04,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-05,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-06,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-07,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-08,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-09,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-10,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-11,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-12,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-13,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-14,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-15,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-16,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-17,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-18,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-19,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-20,acoustic
22,2015_BRP_CCB_S1059_Dep24_20150217_PU0148_FD02640,2015-05-21,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-15,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-16,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-17,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-18,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-19,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-20,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-21,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-22,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-23,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-24,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-25,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-26,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-27,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-28,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-02-29,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-01,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-02,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-03,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-04,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-05,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-06,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-07,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-08,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-09,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-10,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-11,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-12,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-13,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-14,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-15,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-16,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-17,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-18,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-19,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-20,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-21,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-22,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-23,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-24,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-25,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-26,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-27,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-28,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-29,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-30,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-03-31,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-01,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-02,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-03,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-04,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-05,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-06,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-07,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-08,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-09,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-10,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-11,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-12,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-13,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-14,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-15,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-16,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-17,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-18,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-19,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-20,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-21,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-22,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-23,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-24,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-25,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-26,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-27,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-28,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-29,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-04-30,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-01,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-02,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-03,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-04,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-05,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-06,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-07,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-08,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-09,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-10,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-11,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-12,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-13,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-14,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-15,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-16,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-17,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-18,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-19,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-20,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-21,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-22,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-23,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-24,acoustic
26,2016_BRP_CCB_S1060_Dep25_20160214_PU0163_FD02810,2016-05-25,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-02-21,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-02-22,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-02-23,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-02-24,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-02-25,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-02-26,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-02-27,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-02-28,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-01,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-02,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-03,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-04,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-05,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-06,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-07,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-08,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-09,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-10,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-11,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-12,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-13,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-14,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-15,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-16,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-17,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-18,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-19,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-20,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-21,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-22,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-23,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-24,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-25,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-26,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-27,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-28,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-29,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-30,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-03-31,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-01,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-02,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-03,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-04,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-05,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-06,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-07,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-08,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-09,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-10,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-11,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-12,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-13,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-14,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-15,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-16,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-17,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-18,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-19,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-20,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-21,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-22,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-23,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-24,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-25,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-26,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-27,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-28,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-29,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-04-30,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-01,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-02,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-03,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-04,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-05,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-06,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-07,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-08,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-09,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-10,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-11,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-12,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-13,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-14,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-15,acoustic
30,2017_BRP_CCB_S1073_Dep26_20170219_PU0100_FD02990_CCB,2017-05-16,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-13,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-14,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-15,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-16,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-17,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-18,acoustic
